0.341,0.987,0.771
0.693,0.062,0.971
0.423,0.944,0.761
0.382,0.976,0.775
0.613,0.207,0.133
0.614,0.129,0.207
0.778,0.014,1.026
0.408,0.897,0.758
0.112,0.890,0.613
0.621,0.115,0.142
0.411,1.014,0.756
0.124,0.856,0.610
0.132,0.875,0.596
0.034,0.837,0.557
0.101,0.832,0.624
0.686,0.010,0.964
0.556,0.194,0.168
0.595,0.026,0.930
0.698,0.050,0.979
0.697,0.045,0.998
0.001,0.932,0.547
0.734,0.011,1.042
0.377,0.952,0.727
0.679,0.177,0.167
0.658,0.051,0.989
0.375,0.932,0.709
0.684,0.015,0.995
0.693,0.065,1.045
0.648,0.034,1.001
0.613,0.121,0.180
0.581,0.154,0.189
0.392,0.998,0.746
0.630,0.177,0.174
0.630,0.180,0.130
0.635,0.184,0.168
0.327,1.013,0.773
0.699,0.007,0.965
0.302,0.905,0.757
0.024,0.825,0.626
0.747,0.029,0.942
0.588,0.146,0.138
0.573,0.127,0.136
0.774,0.012,0.959
0.619,0.253,0.124
0.032,0.845,0.548
0.624,0.175,0.186
0.086,0.898,0.544
0.569,0.054,0.216
0.685,0.067,0.895
0.389,0.977,0.723
0.035,0.893,0.604
0.662,0.015,0.983
0.652,0.041,1.005
0.692,0.033,1.035
0.556,0.203,0.141
0.557,0.214,0.166
0.577,0.101,0.151
0.685,0.005,0.898
0.564,0.162,0.225
0.378,0.922,0.772
0.361,1.019,0.756
0.544,0.123,0.140
0.134,0.872,0.606
0.596,0.141,0.179
0.540,0.160,0.174
0.794,0.013,0.984
0.104,0.936,0.560
0.715,0.106,0.960
0.077,0.864,0.675
0.078,0.872,0.592
0.708,0.025,0.905
0.577,0.154,0.187
0.402,0.920,0.726
0.690,0.037,1.016
0.587,0.123,0.160
0.622,0.160,0.240
0.740,0.074,0.885
0.098,0.847,0.622
0.667,0.164,0.175
0.444,0.969,0.741
0.631,0.191,0.173
0.442,0.966,0.650
0.711,0.041,0.945
0.393,0.976,0.704
0.637,0.212,0.175
0.037,0.846,0.654
0.613,0.188,0.134
0.714,0.010,1.000
0.720,0.039,0.946
0.633,0.110,0.165
0.477,0.927,0.741
0.042,0.810,0.605
0.274,0.981,0.747
0.348,0.910,0.760
0.439,0.959,0.673
0.599,0.201,0.107
0.646,0.216,0.158
0.778,0.031,0.994
0.730,0.045,0.997
0.413,0.976,0.740
0.033,0.889,0.574
0.594,0.116,0.149
0.396,0.972,0.706
0.099,0.825,0.610
0.064,0.890,0.539
0.037,0.833,0.607
0.636,0.225,0.142
0.657,0.097,0.150
0.709,0.085,0.992
0.376,0.944,0.725
0.793,0.031,0.984
0.033,0.840,0.577
0.356,0.941,0.725
0.061,0.888,0.601
0.405,0.962,0.739
0.753,0.017,0.943
0.066,0.853,0.594
0.410,0.959,0.735
0.304,0.917,0.737
0.057,0.850,0.623
0.025,0.829,0.651
0.720,0.048,0.977
0.473,0.151,0.231
0.424,0.979,0.750
0.066,0.815,0.610
0.393,0.961,0.699
0.121,0.877,0.596
0.398,0.953,0.712
0.387,0.962,0.752
0.728,0.046,1.006
0.383,0.986,0.739
0.666,0.166,0.082
0.631,0.101,0.158
0.341,1.017,0.678
0.395,0.910,0.667
0.366,0.998,0.755
0.755,0.059,1.050
0.511,0.143,0.087
0.705,0.032,0.988
0.070,0.871,0.656
0.075,0.863,0.652
0.395,1.006,0.674
0.778,0.036,0.959
0.105,0.921,0.574
0.791,0.056,0.945
0.043,0.845,0.641
0.421,0.901,0.740
0.697,0.049,1.014
0.716,0.129,0.946
0.378,0.912,0.722
0.787,0.001,1.008
0.554,0.103,0.169
0.069,0.931,0.549
0.370,0.946,0.743
0.689,0.003,1.086
0.425,0.956,0.713
0.479,0.875,0.712
0.711,0.058,1.020
0.695,0.034,1.030
0.437,0.964,0.736
0.071,0.835,0.541
0.293,0.915,0.796
0.585,0.134,0.169
0.307,0.976,0.704
0.004,0.844,0.573
0.000,0.891,0.649
0.160,0.773,0.555
0.030,0.830,0.604
0.100,0.848,0.597
0.770,0.033,0.998
0.777,0.007,1.039
0.010,0.837,0.591
0.623,0.193,0.118
0.531,0.143,0.156
0.598,0.186,0.179
0.569,0.053,0.189
0.390,0.942,0.776
0.342,0.955,0.690
0.448,0.925,0.735
0.063,0.883,0.583
0.613,0.115,0.131
0.067,0.901,0.577
0.011,0.846,0.634
0.090,0.830,0.590
0.016,0.919,0.606
0.328,0.904,0.832
0.703,0.118,0.115
0.676,0.055,0.929
0.604,0.197,0.177
0.619,0.197,0.150
0.052,0.888,0.640
0.333,0.937,0.760
0.055,0.862,0.608
0.418,0.953,0.701
0.057,0.834,0.545
0.332,0.936,0.755
0.435,0.949,0.622
0.623,0.007,0.993
0.545,0.149,0.126
0.695,0.181,0.189
0.545,0.073,0.057
0.613,0.193,0.153
0.729,0.024,0.989
0.082,0.853,0.534
0.059,0.825,0.572
0.056,0.823,0.549
0.726,0.039,0.954
0.388,0.955,0.718
0.684,0.034,0.934
0.330,0.969,0.727
0.737,0.060,1.047
0.058,0.883,0.571
0.401,0.946,0.716
0.601,0.127,0.160
0.103,0.882,0.606
0.328,0.955,0.710
0.643,0.171,0.186
0.522,0.121,0.172
0.007,0.941,0.678
0.326,0.944,0.650
0.572,0.154,0.113
0.035,0.867,0.538
0.558,0.100,0.114
0.081,0.879,0.610
0.774,0.005,1.007
0.028,0.810,0.559
0.631,0.069,0.952
0.292,0.963,0.741
0.629,0.160,0.141
0.319,0.938,0.721
0.616,0.192,0.106
0.617,0.161,0.117
0.103,0.897,0.626
0.793,0.038,0.958
0.019,0.874,0.551
0.576,0.140,0.083
0.726,0.027,0.906
0.044,0.927,0.564
0.582,0.168,0.189
0.668,0.021,0.992
0.730,0.017,0.971
0.328,0.877,0.665
0.303,1.021,0.742
0.566,0.072,0.188
0.110,0.793,0.632
0.029,0.782,0.624
0.116,0.915,0.619
0.410,0.984,0.678
0.586,0.185,0.215
0.681,0.036,1.024
0.716,0.008,0.952
0.054,0.841,0.612
0.634,0.091,0.232
0.665,0.040,0.946
0.586,0.141,0.151
0.671,0.079,0.928
0.051,0.888,0.639
0.287,1.032,0.690
0.597,0.167,0.125
0.749,0.030,0.980
0.300,0.972,0.710
0.646,0.093,0.125
0.433,0.977,0.749
0.658,0.035,0.958
0.046,0.878,0.598
0.351,1.022,0.668
0.698,0.069,0.944
0.614,0.197,0.104
