2.772,-8.658,7.269
4.406,-8.817,9.411
-2.782,8.179,5.737
5.383,-7.215,-7.265
-9.401,-3.597,-2.603
4.379,-9.253,9.851
-6.333,-5.350,-4.340
-2.364,8.683,3.124
-0.923,-3.908,1.111
-9.746,8.512,3.014
3.848,-6.619,-6.829
-7.248,-3.545,-3.117
3.372,-9.913,10.482
-10.584,8.262,2.496
-7.538,-4.163,-5.058
-7.243,-4.617,-4.590
-2.495,8.315,6.438
-1.436,-4.833,3.233
0.915,-6.050,-7.389
3.058,-4.023,-6.375
-2.923,9.275,3.676
-1.375,-4.930,2.370
5.142,-8.325,9.387
-6.903,-4.442,2.007
-7.128,-3.477,1.098
2.167,-6.084,-6.713
-2.368,9.717,4.272
-8.868,6.174,3.309
4.638,-9.927,9.152
-1.599,6.537,5.751
2.246,-7.450,-7.067
-6.619,-4.933,1.048
1.603,-6.411,-8.274
6.953,-6.649,-4.979
-2.102,-3.846,2.453
-7.187,-3.430,-0.518
5.493,-4.333,-5.424
-7.541,-4.349,-1.772
2.719,-9.696,8.078
-11.337,8.598,2.323
3.361,-8.774,8.870
-3.556,9.692,3.355
-7.865,8.057,1.528
-7.566,-4.776,-2.055
-2.082,8.958,5.253
-8.000,8.284,2.145
-3.626,9.545,4.767
-7.125,9.316,2.701
-7.967,7.417,2.240
4.315,-10.924,7.939
2.700,-8.330,7.287
-8.184,-3.427,-1.662
7.032,-5.287,-7.266
3.308,-9.702,9.391
-1.306,-3.696,1.205
5.551,-6.465,-4.931
-10.518,6.902,1.888
-8.020,-3.404,-1.871
-7.929,8.287,1.009
-3.594,9.009,5.476
-8.052,-4.431,0.771
-7.877,-3.374,-4.524
-0.205,-6.788,-7.340
7.397,-5.096,-4.734
-1.756,8.571,4.391
-5.965,-3.785,-0.278
1.822,-7.281,-8.050
-7.341,-1.791,0.781
-6.339,-3.743,0.242
-9.566,7.990,0.570
6.557,-10.274,9.962
7.926,-4.896,-6.795
-7.826,-2.156,-3.089
3.657,-6.471,-5.745
-7.862,-6.861,-4.214
-1.564,-2.966,2.004
-5.718,-6.081,-3.856
0.603,-6.443,-6.446
-0.885,-2.767,4.173
-1.625,-4.404,2.891
3.880,-6.489,-7.365
-7.679,-5.788,-1.821
-6.693,-3.273,0.243
-6.855,-4.136,0.960
-6.663,-4.190,-1.619
-10.348,7.191,2.218
-8.464,7.283,3.669
-1.334,-4.961,2.723
2.296,-6.762,-6.539
-7.618,-3.713,-3.495
-8.215,9.013,2.906
6.419,-7.074,-7.034
-8.497,-2.885,-2.757
-7.777,-6.467,-1.974
4.120,-10.287,10.683
-1.787,-5.353,1.596
1.707,-5.988,-8.301
-5.907,-3.929,0.147
-6.072,-3.855,-0.294
-0.926,-2.797,1.917
-2.438,-3.246,1.288
-9.733,6.131,2.079
-8.007,-3.395,-3.655
-2.179,-5.290,2.742
4.948,-9.683,8.837
-3.181,7.772,4.303
-7.555,-5.588,-0.107
1.653,-8.568,-6.801
1.861,-7.540,-6.128
6.984,-6.801,-6.077
-8.222,9.848,3.282
-7.853,-4.845,-2.394
-8.223,7.510,3.394
-3.074,10.301,5.366
-0.536,-2.455,3.377
-7.364,-3.810,-2.895
